ADDRESS1,ZIPCODE2,CITY,STATE,LATITUDE,LONGITUDE,STOREID,PREFIX,duplicate,check
350 STEWART GREEN SW,T3H3C8,Calgary,AB,51.0159,-114.169,28027,350 STEWAR,0,1
350 STEWART GREEN SW,T3H3C8,Calgary,AB,51.0453,-114.058,12597,350 STEWAR,1,1
3500 Uptown Blvd,V8Z0B9,Victoria,BC,56.1304,-106.347,23807,3500 Uptow,0,1
3500 Uptown Boulevard,V8Z0B9,Victoria,BC,48.4544,-123.376,608041250482059,3500 Uptow,1,1
3503 32 St,V1T5N4,Vernon,BC,50.2676,-119.273,21543,3503 32 St,0,0
3505 Upper Middle Rd,L7M4C6,Burlington ,ON,43.3771,-79.8087,608041250482936,3505 Upper,0,0
350R Shawville Blvd SE,T2Y3S4,Calgary,AB,50.8987,-114.062,20913,350R Shawv,0,1
350R Shawville Blvd SE,T2Y3S4,Calgary,AB,50.9015,-114.064,26341,350R Shawv,1,1
350R Shawville Blvd SE,T2Y3S4,Calgary,AB,50.9015,-114.064,28162,350R Shawv,1,1
351 Argyle St. S,N3W1K7,Caledonia,ON,43.0622,-79.9613,606211730371462,351 Argyle,0,0
351 Ch. Principal,G4T1E2,Cap-Aux-Meules,QC,47.3771,-61.8662,21013,351 Ch. Pr,0,0
351 Talisman Drive,P1P0A7,Gravenhurst,ON,44.9196,-79.3742,21114,351 Talism,0,0
3510 - 8th St E Centre Mall on Circle Dr & 8th St,S7H0W6,Saskatoon,SK,52.1119,-106.609,24869,3510 - 8th,0,0
3510 8th Street East,S7H0W6,Saskatoon,SK,52.1134,-106.597,23924,3510 8th S,0,1
3510 8th Street East,S7H0W6,Saskatoon,SK,52.1135,-106.596,25099,3510 8th S,1,1
3515 Mayor McGrath Dr S,T1K8A8,Lethbridge,AB,49.6591,-112.789,18570,3515 Mayor,0,0
352 ave Dorval,H9S3H8,Dorval,QC,45.4442,-73.7415,608041250481968,352 ave Do,0,0
353 Rue Jean-Talon Est,H2R1T4,Montreal,QC,45.5379,-73.615,608041250482419,353 Rue Je,0,0
354 Boulevard Arthur-Sauve,J7R2J3,St-Eustache,QC,45.5617,-73.902,24395,354 Boulev,0,0
35400 HURON RD RR2,N7A3X8,Goderich,ON,43.9063,-81.3794,27277,35400 HURO,0,0
3542 Highway 3,B0W1G0,Barrington Passage,NS,49.3401,-123.252,23859,3542 Highw,0,0
3545 32ND AVE. N.E.,T1Y6M6,Calgary,AB,51.0814,-114.018,20512,3545 32ND ,0,0
355 HESPELER RD,N1R6B3,Cambridge,ON,43.3931,-80.3197,20621,355 HESPEL,0,1
355 HESPELER RD,N1R6B3,Cambridge,ON,43.3931,-80.3197,27398,355 HESPEL,1,1
355 Hespeler Rd.,N1R6B3,Cambridge,ON,43.3911,-80.3221,25143,355 Hespel,1,1
355 Hespeler Rd.,N1R6B3,Cambridge,ON,43.3914,-80.3229,28786,355 Hespel,1,1
355 Hespeler Rd.,N1R6B3,Cambridge,ON,43.3924,-80.323,24582,355 Hespel,1,1
355 Hespeler Rd.,N1R6B3,Cambridge,ON,43.3931,-80.3197,23497,355 Hespel,1,1
355 Hespeler Rd.,N1R6B3,Cambridge,ON,43.3938,-80.321,22394,355 Hespel,1,1
355 Hespeler Road,N1R6B3,Cambridge,ON,43.3911,-80.3221,608041250482147,355 Hespel,1,1
355 Hespeler Road,N1R6B3,Cambridge,ON,43.3931,-80.3197,20347,355 Hespel,1,1
355 Hespeler Road,N1R6B3,Cambridge,ON,43.3931,-80.3197,20394,355 Hespel,1,1
355 Hespeler Road,N1R6B3,Cambridge,ON,43.3938,-80.321,25079,355 Hespel,1,1
355 Hespeler Road,N1R6B3,Cambridge,ON,43.3927,-80.3201,23958,355 Hespel,1,1
355 Wellington St,N6A3N7,London,ON,42.9839,-81.246,22830,355 Wellin,0,0
"355, boul. Gréber",J8T6H8,Gatineau  ,QC,45.4805,-75.7013,24400,"355, boul.",0,0
3550 Brighton Avenue,V5A4W3,Burnaby,BC,49.2527,-122.919,16572,3550 Brigh,0,1
3550 Brighton Avenue,V5A4W3,Burnaby,BC,49.2527,-122.919,20188,3550 Brigh,1,1
3551 Uptown Blvd.,V8Z0B9,Sannich,BC,48.4555,-123.374,22894,3551 Uptow,0,0
3555 Don Mills,M2J3N3,Toronto,ON,43.7822,-79.3284,608041250483023,3555 Don M,0,0
3555 Johnston Rd,V9Y8K2,Port Alberni,BC,52.8997,-122.396,21078,3555 Johns,0,1
3555 Johnston Road,V9Y8K2,Port Alberni,BC,49.2668,-124.786,26309,3555 Johns,1,1
3575 - 20th Ave NE,T1Y6R3,Calgary,AB,51.0691,-113.984,18576,3575 - 20t,0,0
3585 GRANDVIEW HWY,V5M2G7,VANCOUVER,,,,,3585 GRAND,0,0
36 Barrie View Drive,J2S4Z5,Barrie,ON,45.6361,-72.967,17388,36 Barrie ,0,0
36 Market Street,B2G3B4,Antigonish,NS,43.1395,-80.2636,26196,36 Market ,0,0
36 Riverglen Drive SE,T2C4L5,Calgary,AB,50.9759,-114.014,608041250483431,36 Rivergl,0,0
36 Young Street,L9R1P8,Alliston,ON,44.1497,-79.883,23651,36 Young S,0,0
360 Boulevard Arthur-Sauve ,J7R2J3,St-Eustache,QC,42.9307,-81.2265,22761,360 Boulev,0,0
360 CARADOC ST SOUTH,N7G2P6,Strathroy,ON,42.9478,-81.6137,20997,360 CARADO,0,0
360 Main Street,R3C3Z8,Winnipeg,MB,49.8941,-97.1386,17509,360 Main S,0,0
360 Springbank Drive ,N6J1G7,London,ON,42.9688,-81.2824,608041250482957,360 Spring,0,0
360 Trans Canada Highway SW,V1E1B6,Salmon Arm,BC,47.6197,-68.8149,22104,360 Trans ,0,0
3600 56 Suite 300,T9A3T5,Wetaskiwin,AB,52.9544,-113.388,27275,3600 56 Su,0,0
3600 Avenue Des Grandes Tourelles,J7H0A1,Boisbriand,QC,45.6324,-73.8501,16608,3600 Avenu,0,1
3600 Avenue Des Grandes Tourelles,J7H1A1,Boisbriand,QC,43.7333,-79.6822,20436,3600 Avenu,1,1
3600 MAJOR MACKENZIE DR,L6A1S1,Vaughan,ON,43.8472,-79.5555,27233,3600 MAJOR,0,0
3601 Joseph Howe Drive,B3L4H8,Halifax,NS,44.6574,-63.6274,18587,3601 Josep,0,0
361 King Street,L4R3M7,Midland,ON,44.7476,-79.883,21736,361 King S,0,0
361 South Service Road,L3M4E8,Grimsby,ON,43.2043,-79.5912,608041250482644,361 South ,0,0
3615 57 Ave,T0B3S0,Provost,AB,52.3555,-110.26,22020,3615 57 Av,0,0
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0854,-114.153,16249,3625 Shaga,0,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,45.4772,-75.6987,20254,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0831,-114.155,23329,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.084,-114.155,20183,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0846,-114.155,20877,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0846,-114.155,22381,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0846,-114.155,23322,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0846,-114.155,24031,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0847,-114.155,608041250482107,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0854,-114.154,25117,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0854,-114.154,27384,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,51.0854,-114.153,24591,3625 Shaga,1,1
3625 Shaganappi Trail NW,T3A0E2,Calgary,AB,56.1304,-106.347,22090,3625 Shaga,1,1
363 Bank Street,K2P1X9,Ottawa,ON,45.4142,-75.6952,22353,363 Bank S,0,0
363 Eugenie St,N8X2Y2,Windsor,ON,42.2879,-83.0135,21708,363 Eugeni,0,0
363 Kent St Centre,K9V2Z7,Lindsay,ON,42.592,-82.1807,26275,363 Kent S,0,0
3630 BRENTWOOD ROAD N.W.,T2L1K8,Calgary,AB,51.085,-114.127,13725,3630 BRENT,0,0
3633 Westwinds Dr NE,T3J5K3,Calgary,AB,45.4643,-73.8334,18571,3633 Westw,0,0
3635 Cawthra Road,L5A2Y5,Etobicoke,ON,43.6066,-79.6169,608041250482967,3635 Cawth,0,0
364 William St.,E8C2X1,Dalhousie,NB,43.9607,-78.1778,23564,364 Willia,0,0
365 boul. Brunswick,H9R4S1,Pointe-Claire,QC,45.4671,-73.8303,17360,365 boul. ,0,0
365 Connell St,E7M1L3,Woodstock,NB,46.168,-67.5982,608041250482797,365 Connel,0,0
3651 STRANDHERD DR,K2J4G8,Barrhaven,ON,49.232,-123.119,21424,3651 STRAN,0,0
3655 PORTAGE AVE,R3K2G6,Winnipeg,MB,49.8857,-97.3134,21331,3655 PORTA,0,0
366 Aspen Glen Landing SW ,T3H0N5,Calgary,AB,51.0391,-114.207,22734,366 Aspen ,0,0
366 College Street,M5T1S6,Toronto,ON,43.6572,-79.4041,608041250483406,366 Colleg,0,0
366 North Front St,K8P5E6,Belleville,ON,44.1874,-77.3989,21806,366 North ,0,0
3660 Boulevard Cote-Vertu,H4R1P8,St-Laurent,QC,45.4937,-73.7083,608041250481965,3660 Boule,0,0
3667 17 Street Northwest,T6T0C2,Edmonton,AB,53.4798,-113.369,606211730371442,3667 17 St,0,0
3669 Portage Ave,R3K2G6,Winnipeg,MB,49.8803,-97.3286,26388,3669 Porta,0,0
367 Boulevard Arthur-Sauve,J7P2B1,St-Eustache,QC,45.5624,-73.9028,24670,367 Boulev,0,1
367 Boulevard Arthur-Sauve,J7P2B1,St-Eustache,QC,45.5628,-73.9016,20708,367 Boulev,1,1
367 Boulevard Arthur-Sauve,J7P2B1,St-Eustache,QC,45.5628,-73.9016,23551,367 Boulev,1,1
3680 Boulevard Taschereau,J4V2H8,Greenfield Park,QC,45.4875,-73.4703,605251118011669,3680 Boule,0,0
3698 Boulevard Taschereau,J4V2H8,Greenfield Park,QC,45.4875,-73.4703,24426,3698 Boule,0,0
37 Main ST N,R0J1E0,Minnedosa,MB,50.2504,-99.8395,17534,37 Main ST,0,0
370 Connell Street,E7M5G9,Woodstock,NB,46.1695,-67.5972,608041250482800,370 Connel,0,0
370 E Broadway,V5T4G5,VANCOUVER,,,,,370 E Broa,0,0
370 Highland Rd West,N2M5J9,Kitchener,ON,43.4383,-80.5107,608041250482951,370 Highla,0,0
370 Kennedy Road South,L6W4V2,Brampton,ON,43.6763,-79.7234,16625,370 Kenned,0,0
370 Kent St W,K9V4S3,Lindsay,ON,44.3515,-78.7581,23662,370 Kent S,0,0
370 Main Street,E4P2E9,Shediac,NB,46.2195,-64.5472,23589,370 Main S,0,0
370 Red Cedar Cres,V0B2G0,Sparwood,BC,49.7323,-114.896,21541,370 Red Ce,0,0
370 Stone Rd. W,N1G4V9,Guelph,ON,43.516,-80.2369,17397,370 Stone ,0,0
3700 MAYOR MAGRATH DR,T1K7T6,Lethbridge,AB,45.6534,-72.1391,21276,3700 MAYOR,0,0
3708 50 Ave,T9V0V7,Lloydminster,AB,53.2717,-110.007,21955,3708 50 Av,0,0
371 Wellington Road,N6C4P9,London,ON,42.9607,-81.2309,608041250482953,371 Wellin,0,0
3714 Portage Road,L2J2K9,Niagara Falls,ON,43.1184,-79.0985,23520,3714 Porta,0,0
3715 - 47th Ave,T4S0C8,Sylvan Lake,AB,52.3043,-114.075,21097,3715 - 47t,0,0
3715 50 Street,T7A1S9,Drayton Valley,AB,53.21,-114.975,21943,3715 50 St,0,0
3720B 48 Ave,T2T2T6,Camrose,AB,53.0181,-112.801,21944,3720B 48 A,0,0
3728 Mayor Magrath Drive South,T1K7V1,Lethbridge,AB,49.6563,-112.794,23338,3728 Mayor,0,0
373 Thatcher Drive E,S6J1L8,Moose Jaw,SK,50.4027,-105.526,24878,373 Thatch,0,0
3734 Mayor Magrath Drive South,T1K7T6,Lethbridge,AB,49.6667,-112.798,28026,3734 Mayor,0,0
374 Main Street South,R0J1W0,Russell,MB,50.7746,-101.289,17524,374 Main S,0,0
37400 Highway 2,T4E1B9,Red Deer,AB,44.7098,-75.5139,20237,37400 High,0,0
3749 17 Street Northwest,T6T1A7,Edmonton,AB,53.4768,-113.366,608041250483271,3749 17 St,0,0
3749 Shelbourne St.,V8P5N4,Victoria,BC,48.4618,-123.332,608041250483153,3749 Shelb,0,0
375 St Albert Trail,T8N3K8,St. Albert,AB,53.6365,-113.621,13736,375 St Alb,0,0
375 ST. Albert Road,T8N3K8,St. Albert,AB,45.2828,-75.0691,23929,375 ST. Al,0,1
375 ST. Albert Road,T8N3K8,St. Albert,AB,53.6425,-113.623,25135,375 ST. Al,1,1
375 ST. Albert Road,T8N3K8,St. Albert,AB,53.6425,-113.623,608041250482120,375 ST. Al,1,1
375 ST. Albert Road,T8N3K8,St. Albert,AB,53.6425,-113.622,23224,375 ST. Al,1,1
375 ST. Albert Road,T8N3K8,St. Albert,AB,53.6427,-113.623,22298,375 ST. Al,1,1
375 St. Albert Trail,T8N3K8,St. Albert,AB,53.6425,-113.622,26694,375 St. Al,1,1
375 St.Albert Unit 2k,T8N3K8,St.Albert,AB,53.6365,-113.621,608041250483493,375 St.Alb,0,0
375 University Avenue,M5G2J5,Toronto,ON,43.6532,-79.3874,26372,375 Univer,0,0
3757 Keele St,M3J1N4,Toronto,ON,43.7578,-79.489,28211,3757 Keele,0,0
376 boul Pabos,G0C2H0,Pabos,QC,48.3603,-64.6133,21582,376 boul P,0,0
377 Main St. E,L9T1P7,Milton,ON,43.2518,-79.855,23476,377 Main S,0,0
3777 Strandherd,K2J4B1,Barrhaven,ON,45.2681,-75.7479,22351,3777 Stran,0,1
3777 Strandherd Dr,K2J4B1,Barrhaven,ON,45.2697,-75.7481,28068,3777 Stran,1,1
3777 Strandherd Dr,K2J4B1,Barrhaven,ON,45.2697,-75.7481,28601,3777 Stran,1,1
3777 STRANDHERD DRIVE,K2J4B1,Barrhaven,ON,45.2681,-75.7495,20187,3777 STRAN,1,1
3778 boul. Saint-Charles ,H9H3C3,Kirkland,QC,45.4571,-73.8634,28980,3778 boul.,0,0
378 BOUL Maloney E,J8P1E6,Gatineau,QC,45.4842,-75.6408,608041250482347,378 BOUL M,0,0
379 Boulevard Bois-Francs Sud,G6P4T2,Victoriaville,QC,46.0634,-71.9594,24410,379 Boulev,0,0
38 Ellesmere Road,M1R4C1,Scarborough,ON,43.7582,-79.3143,22324,38 Ellesme,0,0
380 COVENTRY ROAD,K1K2C6,Ottawa,ON,45.4203,-75.649,12614,380 COVENT,0,1
380 COVENTRY ROAD,K1K2C6,Ottawa,ON,45.4214,-75.6489,27987,380 COVENT,1,1
380 The East mall,M9B6L5,Etobicoke,ON,43.6438,-79.5602,608041250482628,380 The Ea,0,0
3800 Memorial Dr NE,T2A2K2,Calgary,AB,45.5627,-73.7297,20259,3800 Memor,0,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0486,-114.071,606211730371440,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0525,-113.979,20154,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0525,-113.979,28749,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0537,-113.979,21251,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0557,-113.979,20883,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0557,-113.979,23341,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0577,-113.98,25118,3800 Memor,1,1
3800 Memorial Dr NE,T2A2K2,Calgary,AB,51.0577,-113.98,608041250482050,3800 Memor,1,1
3800 Memorial Dr NE,T2A5H5,Calgary,AB,51.0526,-113.979,24593,3800 Memor,1,1
3800 Memorial Dr NE,T2A7E7,Calgary,AB,51.057,-113.978,27383,3800 Memor,1,1
3800 Memorial Dr NE,T2A7E7,Calgary,AB,51.0575,-113.978,24028,3800 Memor,1,1
3806 Albert Street,S4S3R3,Regina,SK,50.4174,-104.62,608041250482810,3806 Alber,0,0
3814 Boulevard Taschereau,J4V2H9,Greenfield Park,QC,45.4876,-73.4722,21800,3814 Boule,0,0
3815 Caxton St,T7S1R2,Whitecourt,AB,54.1256,-115.664,608041250483154,3815 Caxto,0,0
3820 Boulevard de la Cote Vertu,H4R1P8,St-Laurent,QC,45.4017,-73.5742,608041250481961,3820 Boule,0,0
3820 Rue St-Denis,H2W2M2,Montreal,QC,45.5193,-73.5731,24744,3820 Rue S,0,0
3828 Innes Road,K1W0C8,Orleans,ON,45.4522,-75.5129,16635,3828 Innes,0,0
3832 Boulevard Cote-Vertu,H4R1P8,St-Laurent,QC,45.4922,-73.7085,608041250481967,3832 Boule,0,0
3849 Mayor Magrath Drive South,T1K8A8,Lethbridge,AB,49.6553,-112.793,28594,3849 Mayor,0,0
3850 Sheppard Avenue East,M1T3L4,Scarborough,ON,43.7841,-79.2917,22609,3850 Shepp,0,1
3850 Sheppard Avenue East,M1T3L4,Scarborough,ON,43.8118,-79.2584,24698,3850 Shepp,1,1
3850 Sheppard Avenue East,M1T3L4,Toronto,ON,43.7844,-79.2922,21242,3850 Shepp,1,1
3850 Sheppard Avenue East  ,M1T3L4,Scarborough,ON,43.8118,-79.2584,608041250482991,3850 Shepp,1,1
3855 2nd Ave.,V0J2N1,Smithers,BC,49.3227,-123.108,22934,3855 2nd A,0,0
"3855 Henning Dr, #109",V5C6P3,Burnaby,BC,49.2645,-123.021,22068,3855 Henni,0,0
387 MONTEE INDUSTRIELLE-ET-COMMERCIALE,G5M1Y1,Rimouski,QC,48.3729,-68.5219,18545,387 MONTEE,0,1
387 MONTEE INDUSTRIELLE-ET-COMMERCIALE,G5M1Y1,Rimouski,QC,48.456,-68.4969,28107,387 MONTEE,1,1
3873 Walker Rd,N8W3T1,Windsor,ON,42.2664,-82.9714,608041250482535,3873 Walke,0,0
3883 Rutherford Road,L4L2R8,Woodbridge,ON,43.7847,-79.5974,608041250483043,3883 Ruthe,0,0
39 Main St South,P9N1S8,Kenora,ON,49.7683,-94.4898,26678,39 Main St,0,0
39 Montee de Sandy Beach,G4X2A9,Gaspe,QC,48.8257,-64.478,20774,39 Montee ,0,0
39 Winners Circle Drive,K7S3G9,Arnprior,ON,45.4217,-76.3687,25794,39 Winners,0,0
390 Baseline Road,T8H1X1,Sherwood Park,AB,53.5416,-113.299,26342,390 Baseli,0,0
390 Montee Industrielle-et-Commerciale,G5M1X1,Rimouski,QC,48.4697,-68.5158,26321,390 Montee,0,0
390 North Front St,K8P3E1,Belleville,ON,44.1791,-77.3917,20155,390 North ,0,1
390 North Front St,K8P3E1,Belleville,ON,44.1835,-77.394,28877,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1885,-77.4022,20359,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1885,-77.4004,24008,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.189,-77.4017,25225,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.189,-77.4017,608041250482177,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1891,-77.4015,20323,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1891,-77.4015,20656,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1891,-77.4015,22315,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1891,-77.4015,24687,390 North ,1,1
390 North Front St,K8P3E1,Belleville,ON,44.1891,-77.4015,608041250482023,390 North ,1,1
390 Topsail Road,A1E2B8,St. John's,NL,47.5347,-52.747,22392,390 Topsai,0,0
3900 INNES RD,K1C1T1,Orleans,ON,45.3533,-73.7226,21288,3900 INNES,0,0
"3900 Walls Avenue, #201",V2N4L4,Prince George,BC,53.8816,-122.77,28149,3900 Walls,0,0
390-5000 Emerald Dr.,T8H0P5,Sherwood Park,AB,42.2747,-83.0036,28647,390-5000 E,0,0
3909 Colannade Dr,K0G1J0,Kemptville,ON,45.0295,-75.6338,20688,3909 Colan,0,0
391 Boulevard du Seminaire,J3B8C5,St-Jean-Sur-Richelieu,QC,45.3115,-73.2663,28729,391 Boulev,0,0
3910 Gateway Blvd. NW,T6J7A9,Edmonton,AB,53.4739,-113.492,23437,3910 Gatew,0,0
3911 51 Ave,T9V2Z2,Lloydminster,AB,53.2718,-110.008,24930,3911 51 Av,0,0
3918 17 Street Northwest,T6T0C2,Edmonton,AB,53.3973,-113.369,23444,3918 17 St,0,0
3920 Rue Wellington,H4G1V3,Verdun,QC,45.4646,-73.5667,24820,3920 Rue W,0,0
39210 DISCOVERY WAY,V8B0N1,Squamish,BC,49.721,-123.149,21169,39210 DISC,0,0
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8925,-97.1483,20918,393 Portag,0,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8925,-97.1483,23201,393 Portag,1,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8925,-97.1483,24815,393 Portag,1,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8925,-97.1483,28992,393 Portag,1,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8926,-97.1485,22681,393 Portag,1,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8926,-97.1485,25100,393 Portag,1,1
393 Portage Avenue,R3B3H6,Winnipeg,MB,49.8928,-97.1472,26387,393 Portag,1,1
393 Portage Avenue,R3C3H6,Winnipeg,MB,49.8926,-97.1485,21645,393 Portag,1,1
3931 17 Ave. S.W.,T3E0C3,Calgary,AB,51.0478,-114.067,22724,3931 17 Av,0,0
3931 CALGARY TRAIL NW,T6J5M8,Edmonton,AB,53.4754,-113.495,21212,3931 CALGA,0,0
3935 Rue Ontario East,H1W1S9,Montreal,QC,45.5488,-73.5425,20720,3935 Rue O,0,0
3939 ROCHDALE BLVD,S4X4P7,Regina,SK,50.4946,-104.637,21297,3939 ROCHD,0,0
394 Coverdale Road,E1B3J8,Riverview,NB,46.0661,-64.7981,23593,394 Coverd,0,0
"394 Huron Road, unit 2",N7A3A5,Goderich,ON,43.7332,-81.694,22831,394 Huron ,0,0
394 Westville Rd,B2H2Y7,New Glasgow,NS,45.5798,-62.66,18584,394 Westvi,0,0
3940 North Brook St,L1R3E1,Whitby,ON,43.9139,-78.9572,22329,3940 North,0,0
395 Boulevard Seminaire Nord,J3B8C5,St-Jean-Sur-Richelieu,QC,45.3126,-73.2645,23759,395 Boulev,0,0
395 Wellington Rd South,N6C4P9,London,ON,42.9591,-81.2326,22839,395 Wellin,0,0
3950 Grand Park Drive,L5B4M6,Mississauga,ON,49.2494,-123.074,17351,3950 Grand,0,0
3956 Autoroute 440,H7T2H6,Laval,QC,45.5664,-73.7708,17660,3956 Autor,0,0
396 Simcoe Street,L0K1A0,Beaverton,ON,44.436,-79.1436,25755,396 Simcoe,0,0
396 St. Clair Avenue West,M5P3N3,Toronto,ON,43.6842,-79.4153,608041250482638,396 St. Cl,0,0
3963 15th Avenue,V2N1A5,Prince George,BC,53.9101,-122.793,22049,3963 15th ,0,0
397 BAYFIELD RD,N7A4E9,Goderich,ON,43.7292,-81.7037,20620,397 BAYFIE,0,0
398 rue des Sagueneens,G7H5N6,Chicoutimi,QC,48.3878,-71.1163,28979,398 rue de,0,0
3995 Quadra Street,V8X1J8,Victoria,BC,48.4712,-123.37,20508,3995 Quadr,0,0
4 Banff Road,L9P1S9,Uxbridge,ON,44.0937,-79.1299,26373,4 Banff Ro,0,0
4 boul. Tache Ouest,G5V3M7,Montmagny,QC,46.9809,-70.5644,21589,4 boul. Ta,0,0
4 Cuendet Industries Way,T4S2J7,Sylvan Lake,AB,52.3115,-114.073,23454,4 Cuendet ,0,0
4 Jagoe St,E3N5C3,Atholville,NB,47.9924,-66.7044,27306,4 Jagoe St,0,0
4 King William Street,P1H1G5,Huntsville,ON,45.3294,-79.2117,22624,4 King Wil,0,0
4 Levendale Road,L4C4H2,Richmond Hill,ON,43.882,-79.4427,608041250482989,4 Levendal,0,0
4 Mt Bernard Ave,A2H6K6,Cornerbrook,NL,48.9496,-57.9493,608041250483512,4 Mt Berna,0,0
"4, 15e Rue",J9X2J8,Rouyn-Noranda,QC,48.2416,-79.0309,608041250483170,"4, 15e Rue",0,0
40 Aberdeen Avenue,A1A5T3,St. John's,NL,49.075,-122.414,23387,40 Aberdee,0,0
40 boul. Tache  Ouest,G5V3A2,Montmagny,QC,46.9804,-70.5656,21610,40 boul. T,0,0
40 Boulevard Morin,J8C2V6,Ste-Agathe-Des-Monts,QC,46.0473,-74.2788,22968,40 Bouleva,0,1
40 Boulevard Norbert-Morin,J8C2V6,Ste-Agathe-Des-Monts,QC,46.0463,-74.279,21133,40 Bouleva,1,1
40 Depot Drive RR7,P1L0A1,Bracebridge,ON,45.048,-79.2898,21419,40 Depot D,0,0
40 Great Lakes Unit A4,L6R2K7,Brampton,ON,43.7317,-79.7624,17064,40 Great L,0,0
40 Lakeshore Drive NE,V1E4N7,Salmon Arm,BC,50.6946,-119.319,21553,40 Lakesho,0,0
40 Matheson St South,P9N1T6,Kenora,ON,49.7673,-94.4885,26674,40 Matheso,0,0
40 McEwan Dr. E,L7E2Y3,Bolton,ON,43.8569,-79.7203,23630,40 McEwan ,0,1
40 McEwan Drive E,L7E2Y3,Bolton,ON,43.8634,-79.7129,20626,40 McEwan ,1,1
40 Park Ave,R0E1A0,Lac Du Bonnet,MB,50.2628,-96.0296,17533,40 Park Av,0,0
40 Quarry Street East,T4C0W6,Cochrane,AB,51.1837,-114.469,28866,40 Quarry ,0,0
40 Rue Evangeline,J2G8K1,Granby,QC,44.9955,-64.1386,24035,40 Rue Eva,0,1
40 Rue Evangeline,J2G8K1,Granby,QC,45.4138,-72.75,21792,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,45.4138,-72.75,25110,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,45.4167,-72.7475,24440,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,45.4167,-72.7475,24715,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,46.4775,-64.7207,20753,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,46.4775,-64.7207,23347,40 Rue Eva,1,1
40 Rue Evangeline,J2G8K1,Granby,QC,46.4775,-64.7202,22433,40 Rue Eva,1,1
40 Rue Strasbourg,J5R0B4,Candiac,QC,45.3692,-73.5181,26217,40 Rue Str,0,0
400 ave Dorval,J1X2T5,Dorval,QC,47.5344,-52.7499,608041250481972,400 ave Do,0,0
400 Boulevard Seminaire Nord,J3B5L2,St-Jean-Sur-Richelieu,QC,45.311,-73.2672,24419,400 Boulev,0,1
400 Boulevard St-Joseph,J2C2A8,Drummondville,QC,45.8966,-72.5176,21786,400 Boulev,1,1
400 Kent St W,K9V6K2,Lindsay,ON,44.3511,-78.7611,608041250482625,400 Kent S,0,0
400 King St Unit 1500,S4A2B4,Estevan,SK,44.3756,-64.5161,608041250482817,400 King S,0,1
400 King Street,S4A2B4,Estevan,SK,49.1468,-102.978,24944,400 King S,1,1
400 McDonald St.,S4N6E1,Regina,SK,50.4733,-104.581,24877,400 McDona,0,0
400 Route 132,J5A2E7,St-Constant,QC,45.3441,-73.5987,24423,400 Route ,0,0
