ADDRESS1,ZIPCODE2,CITY,STATE,LATITUDE,LONGITUDE,STOREID,PREFIX,duplicate,check
222 Spadina Avenue,M5T3B3,Toronto,ON,43.6769,-79.4079,605251118011615, 222 Spadi,0,0
4700 Kingsway,V5H4N2,Burnaby,BC,49.2283,-122.999,608041250483507, 4700 King,0,0
4725 Dorchester Rd.,L2J2K8,Niagara Falls,ON,42.9219,-81.0515,20574, 4725 Dorc,0,0
7500 120 St,V3W3N1,Surrey,BC,49.1401,-122.89,608041250482283, 7500 120 ,0,0
9737 Macleod Trail S.W. ,T2J0P6,Calgary ,AB,50.9677,-114.071,608041250482893, 9737 Macl,0,0
Eglinton Square Blvd ,M1L2K1,Scarborough,ON,43.7238,-79.2992,24016, Eglinton ,0,0
# 2 HOSPITAL ST,T9H5E4,Fort McMurray,AB,56.7223,-111.359,27287,# 2 HOSPIT,0,0
# 54-1225 ST MARY ' S RD,R2M5E6,Winnipeg,MB,49.8289,-97.1105,21333,# 54-1225 ,0,0
#1 York Tech Drive,L6G1A6,Markham,ON,43.8457,-79.3531,16544,#1 York Te,0,0
#100 - 20 VALLEYWOOD DRIVE,L3R6G1,Markham,ON,43.91,-78.9573,608041250483459,#100 - 20 ,0,0
#100  4700 130th Avenue SE,T2Z4E7,Calgary,AB,50.9335,-113.967,28671,#100  4700,0,0
#101 - 2900 DRINKWATER ROAD,V9L6C6,Duncan,BC,48.8026,-123.718,13158,#101 - 290,0,0
#101 - 45805 LUCKAKUCK WAY,V2R5S3,Chilliwack,BC,49.145,-121.959,13154,#101 - 458,0,0
#101-45805 Luckakuck Way,V2R5P9,Chilliwack,BC,49.1429,-121.958,28140,#101-45805,0,0
"#101T, 15277-100 Avenue",T2W3N2,Calgary,AB,50.962,-114.075,608041250483393,"#101T, 152",0,1
"#101T, 15277-100 Avenue",V3R8X2,Surrey,BC,49.1848,-122.799,608041250483396,"#101T, 152",1,1
#103 19232 Enterprise Way,V3S6J9,Surrey,BC,49.3116,-123.082,608041250483453,#103 19232,0,0
#110 - 350R SHAWVILLE BOULEVARD SE,T2Y3S4,Calgary,AB,50.9015,-114.064,13163,#110 - 350,0,0
#130-15850 26th Ave.,V3Z2N6,Surrey,BC,NULL,NULL,13767,#130-15850,0,0
#150 - 351 Abbott St.,V6B0G6,VANCOUVER,,,,,#150 - 351,0,0
#155 - 2463 Hwy. #97,V1X4J2,Kelowna,BC,43.3722,-80.187,16114,#155 - 246,0,0
#16-7 Assiniboine Drive,S7K1H1,Saskatoon,SK,52.1622,-106.636,24891,#16-7 Assi,0,0
#1C - 3734 MAYOR MAGRATH DRIVE SOUTH,T1K7T6,Lethbridge,AB,49.6696,-112.801,12599,#1C - 3734,0,0
#201 - 3900 WALLS AVENUE,V2N4L4,Prince George,BC,53.8821,-122.772,13151,#201 - 390,0,0
#2100 PARK ROYAL SOUTH,V7T2W4,West Vancouver,BC,49.3246,-123.136,13051,#2100 PARK,0,0
#221 - 1723 PRESTON AVE. NORTH,S7N4V2,Saskatoon,SK,52.1085,-106.623,13072,#221 - 172,0,0
#300 - 800 15TH STREET EAST,S6V8E3,Prince Albert,SK,53.1925,-105.71,13164,#300 - 800,0,1
#300 - 800 15TH STREET EAST,S6V8E3,Prince Albert,SK,53.2026,-105.748,28132,#300 - 800,1,1
#4 - 32900 SOUTH FRASER WAY,V2S5A1,Abbotsford,BC,49.0499,-122.312,12663,#4 - 32900,0,0
#6 - 1910 PEMBINA HWY.,R3T4S5,Winnipeg,MB,49.8223,-97.1507,13067,#6 - 1910 ,0,0
1 - 398A McCarthy Blvd North,S4R7M2,Regina,SK,50.483,-104.664,24882,1 - 398A M,0,0
1 Adelaide Street North,N6B3P8,London,ON,42.9759,-81.2268,21703,1 Adelaide,0,0
1 Bass Pro Mills Dr,L4K5W4,Vaughan,ON,43.8255,-79.5382,24549,1 Bass Pro,0,1
1 Bass Pro Mills Drive,L4K5W4,Toronto,ON,43.8229,-79.5333,18288,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,42.2607,-82.9679,20313,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8254,-79.5384,25231,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8254,-79.536,20312,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8255,-79.5382,20145,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8255,-79.5382,20540,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8255,-79.5382,23307,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8255,-79.5382,24005,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8255,-79.5382,27374,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8256,-79.5382,608041250482128,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.8257,-79.5389,22459,1 Bass Pro,1,1
1 Bass Pro Mills Drive,L4K5W4,Vaughan,ON,43.826,-79.5361,20402,1 Bass Pro,1,1
1 Blue Jays Way,M5V1J1,Toronto,ON,43.6417,-79.3901,22492,1 Blue Jay,0,0
1 Boulevard des Promenades,J3V5J5,St-Bruno,QC,45.5036,-73.3747,608041250483264,1 Boulevar,0,1
1 Boulevard des Promenades,J3V5K1,St-Bruno,QC,45.5001,-73.3756,24441,1 Boulevar,1,1
1 Boulevard des Promenades,J3V5K1,St-Bruno,QC,45.5001,-73.3756,24450,1 Boulevar,1,1
1 Boulevard des Promenades,J3V5K2,St-Bruno,QC,45.5051,-73.3781,25102,1 Boulevar,1,1
1 Boulevard des Promenades,J3V5K3,St-Bruno,QC,45.5035,-73.3748,24597,1 Boulevar,1,1
1 Boulevard des Promenades,J3V5K4,St-Bruno,QC,45.5056,-73.3784,22435,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A7,St-Bruno,QC,45.5036,-73.3747,608041250482198,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A7,St-Bruno,QC,45.5045,-73.3774,23349,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A7,St-Bruno,QC,45.5045,-73.3774,24037,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A7,St-Bruno,QC,45.5052,-73.3768,23345,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A7,St-Bruno,QC,45.5054,-73.3783,608041250482698,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6A8,St-Bruno,QC,45.5045,-73.3774,20764,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6H1,St-Bruno,QC,45.4979,-73.3767,27998,1 Boulevar,1,1
1 Boulevard des Promenades,J3V6J1,St-Bruno,QC,45.5092,-73.3807,26329,1 Boulevar,1,1
1 Campus Dr,S7N5A3,Saskatoon,SK,52.1298,-106.635,608041250482812,1 Campus D,0,0
1 Carrefour Alexander-Graham-Bell,H3E3B3,Verdun,QC,46.0609,-60.9213,25804,1 Carrefou,0,0
"1 Dundas St West, Unit B218C",M5B2H1,Toronto,ON,50.4549,-104.617,28996,1 Dundas S,0,1
"1 DUNDAS ST,W",M5B2H1,Toronto,ON,43.6562,-79.3821,22485,1 DUNDAS S,1,1
1 Eglinton Square ,M1L2K1,Toronto,ON,43.7228,-79.3006,24701,1 Eglinton,0,1
1 Eglinton Square ,M1L2K1,Toronto,ON,43.7235,-79.3,608041250482510,1 Eglinton,1,1
1 Eglinton Square ,M1L2K1,Toronto,ON,43.7239,-79.3013,20524,1 Eglinton,1,1
1 Eglinton Square ,M1L2K1,Toronto,ON,43.7245,-79.3004,23674,1 Eglinton,1,1
1 Eglinton Square ,M1L2K1,Toronto,ON,43.7769,-79.2567,20352,1 Eglinton,1,1
1 Eglinton Square Unit 107,M1L2K1,Scarborough,ON,43.7251,-79.2902,608041250482181,1 Eglinton,1,1
1 Goose Cove Road,A0K4S0,St Anthony,NL,51.3721,-55.6013,23817,1 Goose Co,0,0
1 Main ST,A0K2N0,Flowers Cove,NL,46.1698,-62.6507,23818,1 Main ST,0,0
1 Market Square Suite 214,E2L4Z6,Saint John,NB,45.2598,-66.0663,608041250483443,1 Market S,0,0
1 Mount Bernard Avenue,A2H6Y5,Corner Brook,NL,48.9507,-57.9512,608041250483107,1 Mount Be,0,1
1 Mount Bernard Avenue,A2H6Y5,Corner Brook,NL,48.9509,-57.9508,23394,1 Mount Be,1,1
1 Outlet Collection Way,T9E1J5,Edmonton,AB,NULL,NULL,608041250483502,1 Outlet C,0,1
1 Outlet Collection Way,T9E1J5,Edmonton,AB,53.5444,-113.491,608041250483361,1 Outlet C,1,1
1 Pine Drive,P2A3C3,Parry Sound,ON,45.3461,-80.0119,27211,1 Pine Dri,0,1
1 Pine Drive,P2A3C3,Parry Sound,ON,46.2485,-81.8276,21140,1 Pine Dri,1,1
1 Plaza de la Mauricie,G9N7C1,Shawinigan,QC,46.5625,-72.7382,608041250482098,1 Plaza de,0,0
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8065,-79.4525,20329,1 Promenad,0,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8065,-79.4525,608041250482131,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8065,-79.4525,608041250483515,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8066,-79.4523,20536,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8071,-79.4502,22637,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8077,-79.4522,23640,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,43.8077,-79.4522,25238,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,44.2721,-76.9345,24552,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,45.2678,-75.2985,20363,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Thornhill,ON,45.5035,-73.3748,24006,1 Promenad,1,1
1 Promenade Circle,L4J4P8,Toronto,ON,43.8094,-79.4526,18287,1 Promenad,1,1
1 rue Dufferin,J6S1X9,Salaberry-de-Valleyfield,QC,45.2612,-74.1322,22012,1 rue Duff,0,1
1 rue Dufferin,J6S1X9,Valleyfield,QC,45.2608,-74.1321,24388,1 rue Duff,1,1
1 rue La Plaza-de-Maurice,G9N7C1,Shawinigan,QC,46.0637,-74.8372,26340,1 rue La P,0,0
1 Spring dr,S9H3X6,Swift Current,SK,50.3073,-107.78,23423,1 Spring d,0,1
1 Spring Drive,S9H3X6,Swift Current,SK,50.3072,-107.781,608041250482169,1 Spring D,1,1
1 Springs Drive ,S9H3X6,Swift Current ,SK,50.3073,-107.78,20926,1 Springs ,0,1
"1 Springs Drive, Unite #208",S9H3X6,Swift Current,SK,44.505,-75.8045,26361,1 Springs ,1,1
1 Water Street E,K6H6M2,Cornwall,ON,44.1096,-77.5918,20668,1 Water St,0,1
1 Water Street E,K6H6M2,Cornwall,ON,45.0162,-74.7259,23985,1 Water St,1,1
1 Water Street E,K6H6M2,Cornwall,ON,45.0162,-74.7258,20356,1 Water St,1,1
1 Water Street E,K6H6M2,Cornwall,ON,45.0163,-74.7255,608041250482215,1 Water St,1,1
1 Water Street E,K6H6M2,Cornwall,ON,45.0164,-74.725,25259,1 Water St,1,1
1 Water Street East,K6H6M2,Cornwall,ON,45.0162,-74.7258,23563,1 Water St,1,1
1 YORK GATE BLVD,M3N3A1,North York,ON,43.7568,-79.5207,608041250482507,1 YORK GAT,0,0
1 York Tech Drive,L6G1A6,Markham,ON,43.8457,-79.3539,20225,1 York Tec,0,0
1 Yorkdale Road,M6A2T9,Toronto,ON,43.7248,-79.4508,24041,1 Yorkdale,0,1
1 Yorkdale Road,M6A2T9,Toronto,ON,43.7257,-79.4522,21089,1 Yorkdale,1,1
1 Yorkdale Road,M6A3A1,Toronto,ON,43.7251,-79.4492,23356,1 Yorkdale,1,1
1 Yorkdale Road,M6A3A1,Toronto,ON,43.7254,-79.4521,25216,1 Yorkdale,1,1
1 Yorkdale Road,M6A3A1,Toronto,ON,43.7282,-79.451,22474,1 Yorkdale,1,1
1 Yorkdale Road,M6A3A1,Toronto,ON,56.1304,-106.347,25077,1 Yorkdale,1,1
1 Yorkgate Blvd,M3N3A1,Toronto,ON,43.7585,-79.5199,24659,1 Yorkgate,0,0
10 boul. St-Benoit Est,G5J2C6,Amqui,QC,48.4644,-67.4264,21026,10 boul. S,0,1
10 boul. St-Benoit Est,G5J2C6,Amqui,QC,48.4648,-67.4257,21569,10 boul. S,1,1
10 CAMBRIDGE ST,L9Y0A1,Collingwood,ON,44.4996,-80.2393,27221,10 CAMBRID,0,0
10 Clock Tower Rd.,M3C0G1,North York,ON,43.7342,-79.3448,22491,10 Clock T,0,0
10 Dundas St,M5B2G9,Toronto,ON,43.6565,-79.3806,28789,10 Dundas ,0,0
10 Elizabeth Avenue,A1B4J8,St. John's,NL,47.5877,-52.7074,23391,10 Elizabe,0,0
10 Lower Jarvis Street ,M5E1Z2,Toronto,ON,43.6467,-79.3703,608041250482637,10 Lower J,0,0
10 Main Ouest,J1A1P2,Coaticook,QC,45.1323,-71.8073,608041250481734,10 Main Ou,0,0
10 OLD STOCK YARDS ROAD,M6N5G8,Toronto,ON,43.6692,-79.4715,13100,10 OLD STO,0,1
10 OLD STOCK YARDS ROAD,M6N5G8,Toronto,ON,43.6692,-79.47,28078,10 OLD STO,1,1
10 rue Papineau,J6E2K4,Joliette,QC,46.0359,-73.4424,24430,10 rue Pap,0,0
10 West Pearce Street,L4B1B6,Richmond Hill,ON,43.8487,-79.3846,183551608112947,10 West Pe,0,1
10 West Pearce Street,L4B1B6,Richmond Hill,ON,43.8488,-79.3847,606211730371458,10 West Pe,1,1
10 YMCA Drive,L2N7R6,St. Catharines,ON,43.179,-79.2452,17781,10 YMCA Dr,0,0
100 - 150 Leva Avenue,T4E0A5,Red Deer,AB,44.0086,-77.8739,26315,100 - 150 ,0,0
100 3619-61 Ave.S.E.,T2C4T8,Calgary,AB,50.998,-113.982,26246,100 3619-6,0,0
100 4th Ave,L2S3P3,St. Catharines,ON,53.5815,-116.438,22572,100 4th Av,0,0
100 Anderson Rd SE,T2J3V1,Calgary,AB,49.2385,-124.049,27409,100 Anders,0,1
100 Anderson Rd SE,T2J3V1,Calgary,AB,51.2126,-114.164,28915,100 Anders,1,1
100 Anderson Rd. SE,T2J3V1,Calgary,AB,50.9525,-114.066,23323,100 Anders,1,1
100 Anderson Rd. SE,T2J3V1,Calgary,AB,50.9525,-114.066,24594,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,44.6847,-85.1735,20174,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,46.7694,-71.2843,20258,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9525,-114.066,20280,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9525,-114.066,20871,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9526,-114.065,24034,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9528,-114.067,22384,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9528,-114.067,25119,100 Anders,1,1
100 Anderson Road SE,T2J3V1,Calgary,AB,50.9528,-114.065,608041250482103,100 Anders,1,1
100 Bayshore Dr,K2B8C1,Nepean,ON,45.3883,-75.7224,608041250482286,100 Baysho,0,1
100 Bayshore Dr.,K2B8C1,Nepean,ON,56.1304,-106.347,21289,100 Baysho,1,1
"100 Bayshore Dr., unit K144",K2B8C1,"Ottawa, ON",QC,45.3883,-75.7224,608041250483417,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.3469,-75.8066,608041250482211,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.347,-75.8078,23984,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.347,-75.8068,20368,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.347,-75.8068,20667,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.347,-75.8068,23281,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.3473,-75.8075,22349,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.3473,-75.8075,25262,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.3473,-75.8075,28876,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,45.3883,-75.7224,24578,100 Baysho,1,1
100 Bayshore Drive,K2B8C1,Nepean,ON,49.8974,-97.0656,20302,100 Baysho,1,1
100 Billy Bishop Way,M3K2C8,North York,ON,43.73,-79.4582,16596,100 Billy ,0,1
100 Billy Bishop Way,M3K2C8,North York,ON,43.73,-79.4582,20425,100 Billy ,1,1
100 Biscayne Cresent,L6W4S1,Brampton,ON,43.6811,-79.7125,16554,100 Biscay,0,1
100 Biscayne Cresent,L6W4S1,Brampton,ON,43.6833,-79.7125,20235,100 Biscay,1,1
100 boul. Brien,J6A5N4,Repentigny,QC,50.4549,-104.617,21300,100 boul. ,0,1
"100 boul. Brien, Local 005A",J6A5N4,Repentigny,QC,45.7504,-73.4664,608041250483420,100 boul. ,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7423,-73.4587,20492,100 Boulev,0,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7423,-73.4587,25109,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7423,-73.4587,608041250482184,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,20738,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,22544,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,23755,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,24069,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,24600,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7426,-73.4586,27372,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,45.7504,-73.4664,24452,100 Boulev,1,1
100 Boulevard Brien,J6A5N4,Repentigny,QC,51.2051,-113.992,27328,100 Boulev,1,1
100 City Center Dr,L5B2C9,Mississauga,ON,49.899,-97.1349,23237,100 City C,0,1
100 City Center Dr.,L5B2C9,Mississauga,ON,43.5929,-79.643,20585,100 City C,1,1
100 City Center Drive,L5B1M7,Mississauga,ON,43.5929,-79.643,24558,100 City C,1,1
100 City Center Drive,L5B1M7,Mississauga,ON,43.5931,-79.6425,25082,100 City C,1,1
100 City Center Drive,L5B1M7,Mississauga,ON,43.5931,-79.6425,608041250482084,100 City C,1,1
100 City Center Drive,L5B1M7,Mississauga,ON,43.5931,-79.6414,23946,100 City C,1,1
100 City Center Drive,L5B1M7,Mississauga,ON,56.1304,-106.347,20380,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5928,-79.643,20360,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5929,-79.643,23243,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5929,-79.643,23244,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5929,-79.643,23950,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5929,-79.643,27355,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5929,-79.643,27357,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.593,-79.6428,20147,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.593,-79.6428,22907,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.593,-79.6428,22908,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,43.5931,-79.6425,20353,100 City C,1,1
100 City Center Drive,L5B2C9,Mississauga,ON,44.2606,-76.5603,20341,100 City C,1,1
100 City Center Drive,L5B2C9,Toronto,ON,43.6552,-79.6776,16266,100 City C,1,1
100 CITY CTR DR,L5B2G7,Mississauga,ON,56.1304,-106.347,21281,100 CITY C,1,1
100 CORNER STONE 800 15TH ST E,S6V8E3,Prince Albert,SK,53.2015,-105.734,21294,100 CORNER,0,0
100 Country Village Road NE,T3K5Z2,Calgary,AB,51.1621,-114.07,18572,100 Countr,0,0
100 DU Terminus O LOCAL 65,J9X6H7,Rouyn-Noranda,QC,48.2425,-79.025,608041250483108,100 DU Ter,0,0
100 Edgeley Boulevard,L4K3Y8,Vaughan,ON,43.796,-79.5325,17667,100 Edgele,0,0
100 Great Lakes Dr.,L6R2K7,Brampton,ON,43.7293,-79.7633,23470,100 Great ,0,1
100 Great Lakes Dr.,L6R2K7,Brampton,ON,43.7294,-79.7632,29016,100 Great ,1,1
100 Great Lakes Drive,L6R2K7,Brampton,ON,43.7294,-79.7632,608041250482709,100 Great ,1,1
100 Jennifer Heil Way,T7X4B8,Spruce Grove,AB,53.5421,-113.933,23226,100 Jennif,0,0
100 King Street West,N7M6A9,Chatham,ON,42.4048,-82.1838,25151,100 King S,0,1
100 King Street West,N7M6A9,Chatham,ON,42.4051,-82.1841,23963,100 King S,1,1
100 LEGEND COURT,L9K1J3,Ancaster,ON,43.2289,-79.9478,20484,100 LEGEND,0,1
100 LEGEND COURT,L9K1J3,Ancaster,ON,43.2289,-79.9478,16579,100 LEGEND,1,1
100 Main Street,E4L4A9,Sackville,NB,45.8976,-64.3686,23585,100 Main S,0,0
100 Marina Dr,T1X0A9,Chestermere,AB,51.0465,-113.829,28989,100 Marina,0,0
100 Meadowlark Rd NW,T5R5X1,Edmonton,AB,53.5207,-113.595,21215,100 Meadow,0,0
100 Portia Drive,L9G0G1,Ancaster,ON,NULL,NULL,28995,100 Portia,0,0
100 Ranch Market,T1P1J5,Strathmore,AB,51.0397,-113.378,20880,100 Ranch ,0,0
100 rue des Cerisiers,G5R6E8,Riviere du Loup ,QC,56.1304,-106.347,27302,100 rue de,0,0
100 rue du Terminus Ouest,J9X6H7,Rouyn-Noranda,QC,48.2424,-79.0231,26325,100 rue du,0,1
100 rue du Terminus Ouest,J9X6H7,Rouyn-Noranda,QC,48.2426,-79.0248,20745,100 rue du,1,1
100 Rue Mont-Royal O,H2T2T1,Montreal,QC,45.5505,-73.5624,24484,100 Rue Mo,0,0
100 rue Omer Marcil,J2W2X2,St-Jean-Sur-Richelieu,QC,46.7706,-71.2851,21310,100 rue Om,0,0
100 Rue Serge Pepin,J3G0K1,Beloeil,QC,NULL,NULL,26202,100 Rue Se,0,0
100 Stonebridge Boulevard,L9Z0C1,Wasaga Beach,ON,44.5252,-80.0037,27232,100 Stoneb,0,0
100 THE BOARDWALK,N2N0B1,KITCHENER WATERLOO,ON,45.4758,-75.697,21200,100 THE BO,0,0
100 Trainyards Drive,K1G3S2,Ottawa,ON,45.4125,-75.6466,22001,100 Trainy,0,0
"100, rue du Terminus O",J9X6H7,Rouyn-Noranda,QC,48.2426,-79.0248,606211730371500,"100, rue d",0,1
"100, rue du Terminus Ouest",J9X6H7,Rouyn-Noranda,QC,48.2426,-79.0248,608041250483169,"100, rue d",1,1
1000 Boulevard des Séminaire Nord,J3A1E5,St-Jean-Sur-Richelieu,QC,45.3375,-73.2684,26333,1000 Boule,0,0
1000 FORT WILLIAM RD,P7B6B9,Thunder Bay,ON,48.4038,-89.2437,20660,1000 FORT ,0,1
1000 FORT WILLIAM RD,P7B6B9,Thunder Bay,ON,48.4041,-89.2423,606211730371426,1000 FORT ,1,1
1000 FORT WILLIAM RD,P7B6B9,Thunder Bay,ON,48.4041,-89.2423,26665,1000 FORT ,1,1
1000 Fort William Rd.,P7B6B9,Thunder Bay,ON,48.4038,-89.2437,23256,1000 Fort ,1,1
"1000 Fort William Road, #Z018",P7B6B9,Thunder Bay,ON,48.4023,-89.244,608041250482241,1000 Fort ,1,1
1000 Gerrard St East,M4M3G6,Toronto,ON,43.6688,-79.3399,21762,1000 Gerra,0,1
1000 Gerrard Street East,M4M3G6,Toronto,ON,43.6545,-79.3593,21216,1000 Gerra,1,1
1000 Gerrard Street East,M4M3G6,Toronto,ON,43.6687,-79.3381,608041250483016,1000 Gerra,1,1
1000 Gerrard Street East,M4M3G6,Toronto,ON,43.6689,-79.3394,23787,1000 Gerra,1,1
1000 Gerrard Street East,M4M3G6,Toronto,ON,43.6693,-79.3383,20539,1000 Gerra,1,1
1000 Gerrard Street East,M4M3G6,Toronto,ON,43.6693,-79.3383,24722,1000 Gerra,1,1
"1000 Gerrard Street East, Unit DD16",M4M3G6,Toronto,ON,43.6688,-79.3391,17365,1000 Gerra,1,1
1000 GUILDFORD TOWN CTR,V3R7C3,Surrey,BC,49.189,-122.805,21317,1000 GUILD,0,0
1000 Lakeside Dr,V1L5Z4,Nelson,BC,49.4985,-117.289,27266,1000 Lakes,0,0
1000 Parkedale Ave,K6V3G9,Brockville,ON,40.371,-80.6708,26208,1000 Parke,0,1
1000 Parkedale Ave,K6V3G9,Brockville,ON,44.6463,-63.6255,22584,1000 Parke,1,1
1000 Rue St-Jean,G1R1R6,Quebec,QC,48.5215,-72.2247,20835,1000 Rue S,0,0
1000 Taylor Ave,R3M2K3,Winnipeg,MB,49.8533,-97.1585,28895,1000 Taylo,0,0
10001 101 Avenue,T0H2H0,Lacrete,AB,58.1878,-116.406,21110,10001 101 ,0,0
10004 RAINBOW BLVD,T0H1Z0,High Level,AB,58.5098,-117.147,25740,10004 RAIN,0,0
1001 Boulevard De Montarville,J4B6P5,Boucherville,QC,45.5901,-73.4326,608041250482188,1001 Boule,0,1
1001 Boulevard De Montarville,J4B6P5,Boucherville,QC,45.5907,-73.4334,20765,1001 Boule,1,1
1001 Boulevard De Montarville,J4B6P5,Boucherville,QC,45.6065,-73.4565,608041250483490,1001 Boule,1,1
1001 Boulevard Jean-Baptiste-Rolland,J7Y4Y7,St-Jerome,QC,43.593,-79.6428,20497,1001 Boule,1,1
1001 Boulevard Montarville,J4B6P5,Boucherville,QC,45.5911,-73.4361,22545,1001 Boule,1,1
1001 EMPRESS ST,R3G3P8,Winnipeg,MB,49.8968,-97.1941,21330,1001 EMPRE,0,0
1001 rue des Migrateurs,J6V0A8,Lachenaie,QC,56.1304,-106.347,21188,1001 rue d,0,0
1001 Rue Jean Baptiste-Rolland,J7Z5T6,St-Jerome,QC,45.7658,-74.0185,16590,1001 Rue J,0,0
10010 100 Avenue,T0H2H0,Lacrete,AB,58.1882,-116.413,21862,10010 100 ,0,0
10015 - 107TH ST,T7P2C8,WESTLOCK,AB,54.1561,-113.861,20905,10015 - 10,0,0
10015 Hurontario St,L6Z0E6,Brampton,ON,43.7101,-79.7854,16235,10015 Huro,0,0
10017 QUEEN ST,T9H4Y9,Fort McMurray,AB,56.7177,-111.354,608041250483473,10017 QUEE,0,0
10019 Keele St,L6A3Y8,Maple,ON,43.8553,-79.5119,21728,10019 Keel,0,0
1002 CHEMONG RD,K9H7E2,Peterborough,ON,44.3297,-78.3406,21293,1002 CHEMO,0,0
10020 102 Avenue NW,T5J2Z2,Edmonton,AB,49.1881,-122.89,23217,10020 102 ,0,1
10020 102 Avenue NW,T5J2Z2,Edmonton,AB,49.2353,-122.897,29018,10020 102 ,1,1
10020 102 Avenue NW,T5J2Z2,Edmonton,AB,53.5169,-113.479,28228,10020 102 ,1,1
