,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
40,ROOFTOP,"2225 Erin Mills Pkwy, Mississauga, ON L5K 1T9, Canada",ChIJxRs_IYtDK4gRX7rsQIZ36Qg,"2225 Erin Mills Parkway,Mississauga,ON,Canada,L5K1T9",43.5307487,-79.6533683,1,L5K 1T9,OK,premise
41,ROOFTOP,"2225 Erin Mills Pkwy, Mississauga, ON L5K 1T9, Canada",ChIJxRs_IYtDK4gRX7rsQIZ36Qg,"2225 Erin Mills Pkwy,Mississauga,ON,Canada,L5K1T9",43.5307487,-79.6533683,1,L5K 1T9,OK,premise
42,ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
43,ROOFTOP,"223 Huron Rd, Goderich, ON N7A 2Z8, Canada",ChIJc3hmKzbDKIgRVkJIu8VyKsc,"223 Huron St,Goderich,ON,Canada,N7AZ8",43.7377421,-81.69923949999999,1,N7A 2Z8,OK,premise
44,ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
45,ROOFTOP,"2236 Boulevard des Laurentides, Laval, QC H7M 3S9, Canada",ChIJvYcLLCQhyUwRro4d8a7h2rA,"2236 Boulevard Des Laurentides,Laval,QC,Canada,H7M4M2",45.6128133,-73.7384445,1,H7M 3S9,OK,subpremise
46,ROOFTOP,"224 Avenue Joseph Casavant, Québec, QC G1C 7X8, Canada",ChIJ3UT_k7W9uEwRBeB4h8JTjsk,"224 Avenue Joseph Casavant,Beauport,QC,Canada,G1C7Z3",46.8724108,-71.204849,1,G1C 7X8,OK,premise
47,ROOFTOP,"22400 Chemin Dumberry, Vaudreuil-Dorion, QC J7V 0M8, Canada",ChIJUZprsk42yUwRhHVH7B0qYz4,"22400 CHEMIN DUMBERRY,Vaudreuil-Dorion,QC,Canada,J7V0M8",45.4147461,-74.0374971,1,J7V 0M8,OK,premise
48,ROOFTOP,"22400 Chemin Dumberry, Vaudreuil-Dorion, QC J7V 0M8, Canada",ChIJUZprsk42yUwRhHVH7B0qYz4,"22400 CHEMIN DUMBERRY,Vaudreuil-Dorion,QC,Canada,J7V0M8",45.4147461,-74.0374971,1,J7V 0M8,OK,premise
49,ROOFTOP,"2245 Dundas St W, Toronto, ON M6R 1X6, Canada",ChIJjwGuPzc0K4gRmVbfuYFdJS8,"2245 Dundas Street West,Toronto,ON,Canada,M6R1X6",43.6543907,-79.4522264,1,M6R 1X6,OK,premise
50,ROOFTOP,"Walmart, 2245 Islington Ave, Etobicoke, ON M9W 3W7, Canada",ChIJk6N86pgwK4gRBpU5GSEtlkY,"2245 ISLINGTON AVE,Toronto,ON,Canada,M9W3W6",43.7138049,-79.5531438,1,M9W 3W7,OK,premise
51,ROOFTOP,"2248 Bloor St W, Toronto, ON M6S 1N6, Canada",ChIJ0cdC3oY2K4gRmrq6Jj7GAIQ,"2248 Bloor Street West,Toronto,ON,Canada,M6S1N6",43.6511118,-79.4773412,1,M6S 1N6,OK,street_address
52,ROOFTOP,"225 Betts Ave, Saskatoon, SK S7M 1L2, Canada",ChIJeRJnkOr5BFMR3Cm2a859gFI,"225 BETTS AVE,Saskatoon,SK,Canada,S7M1L2",52.1261387,-106.7626114,1,S7M 1L2,OK,premise
53,ROOFTOP,"225 High Tech Rd Unit C, Richmond Hill, ON L4B 0A6, Canada",EjtVbml0IEMsIDIyNSBIaWdoIFRlY2ggUmQsIFJpY2htb25kIEhpbGwsIE9OIEw0QiAwQTYsIENhbmFkYSIiGiAKFgoUChIJK979nXArK4gRUl_9A3WW0HUSBlVuaXQgQw,"225 High Tech Road, Unit C,Richmond Hill,ON,Canada,L4B0A6",43.8420503,-79.41807879999999,1,L4B 0A6,OK,subpremise
54,ROOFTOP,"225 High Tech Rd Unit C, Richmond Hill, ON L4B 0A6, Canada",EjtVbml0IEMsIDIyNSBIaWdoIFRlY2ggUmQsIFJpY2htb25kIEhpbGwsIE9OIEw0QiAwQTYsIENhbmFkYSIiGiAKFgoUChIJK979nXArK4gRUl_9A3WW0HUSBlVuaXQgQw,"225 High Tech Road, Unit C,Richmond Hill,ON,Canada,L4B0A6",43.8420503,-79.41807879999999,1,L4B 0A6,OK,subpremise
55,RANGE_INTERPOLATED,"225 Main St, Spiritwood, SK S0J 2M0, Canada",EisyMjUgTWFpbiBTdCwgU3Bpcml0d29vZCwgU0sgUzBKIDJNMCwgQ2FuYWRhIhsSGQoUChIJJ0nqb9TkBlMRSWRRolmXjKMQ4QE,"225 Main St,Spiritwood,SK,Canada,S0J2M0",53.3640902,-107.5192179,1,S0J 2M0,OK,street_address
56,ROOFTOP,"225 Market Drive, Saskatoon, SK S7V 0L2, Canada",ChIJsYrTcFLyBFMRAkZIIOQXWaw,"225 Market Drive,Saskatoon,SK,Canada,S7B0L2",52.0911477,-106.5332014,1,S7V 0L2,OK,street_address
57,ROOFTOP,"225 Market Drive, Saskatoon, SK S7V 0L2, Canada",ChIJsYrTcFLyBFMRAkZIIOQXWaw,"225 Market Drive,Saskatoon,SK,Canada,S7V0L2",52.0911477,-106.5332014,1,S7V 0L2,OK,street_address
58,,,,"225 The Boardwalk, Unit # 5,Kitchener,ON,Canada,N2N0B1",,,0,,REQUEST_DENIED,
59,ROOFTOP,"225 Wellesley St E, Toronto, ON M4X 1X8, Canada",ChIJy7CU11HL1IkRlZRVPDDZZCM,"225 WELLESLEY ST E,Toronto,ON,Canada,M4X1X8",43.6673418,-79.37247049999999,1,M4X 1X8,OK,premise
60,ROOFTOP,"2253 Boulevard Roland-Therrien, Longueuil, QC J4N 1P2, Canada",ChIJLflHmKkEyUwRhJ8jx1aLFe0,"2253 Boulevard Roland Therrien,Longueuil,QC,Canada,J4N1P2",45.5377834,-73.4695126,1,J4N 1P2,OK,street_address
61,ROOFTOP,"2258 Bloor St W, Toronto, ON M6S 1N9, Canada",ChIJ9afwHYc2K4gRpvI0T6QjZ7I,"2258 Bloor Street West,Toronto,ON,Canada,M6S1N9",43.65093419999999,-79.47781499999999,1,M6S 1N9,OK,street_address
62,ROOFTOP,"2264 Bloor St W, Toronto, ON M6S 1N9, Canada",ChIJlZ1N_YY2K4gRp0UlK9N1YtY,"2264 Bloor Street West,Toronto,ON,Canada,M6S1N9",43.6510415,-79.4781445,1,M6S 1N9,OK,premise
63,ROOFTOP,"22661 Lougheed Hwy, Maple Ridge, BC V2X 2V4, Canada",ChIJ6UIhOFzThVQRV-cnbS53iXc,"22661 Lougheed Hwy,Maple Ridge,BC,Canada,V2X2V4",49.2173923,-122.5943931,1,V2X 2V4,OK,premise
64,ROOFTOP,"2267 160 St, Surrey, BC V3S 9N6, Canada",ChIJfdACKZLEhVQR1wM1yZZgUDk,"2267 160 STREET,Surrey,BC,Canada,V3Z9N6",49.0431446,-122.7810741,1,V3S 9N6,OK,premise
65,ROOFTOP,"2267 160 St, Surrey, BC V3S 9N6, Canada",ChIJfdACKZLEhVQR1wM1yZZgUDk,"2267 160th St.,Surrey,BC,Canada,V3S9N6",49.0431446,-122.7810741,1,V3S 9N6,OK,premise
66,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H7X6",45.3857819,-75.6783398,1,K1H 8K2,OK,street_address
67,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H7X6",45.3857819,-75.6783398,1,K1H 8K2,OK,street_address
68,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H7X6",45.3857819,-75.6783398,1,K1H 8K2,OK,street_address
69,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H8K2",45.3857819,-75.6783398,2,K1H 8K2,OK,street_address
70,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H8K2",45.3857819,-75.6783398,2,K1H 8K2,OK,street_address
71,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H8K2",45.3857819,-75.6783398,2,K1H 8K2,OK,street_address
72,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H8K2",45.3857819,-75.6783398,2,K1H 8K2,OK,street_address
73,ROOFTOP,"2269 Riverside Dr, Ottawa, ON K1H 8K2, Canada",ChIJCyXxvOQFzkwR9W_2bwjcTSE,"2269 Riverside Drive,Ottawa,ON,Canada,K1H8K2",45.3857819,-75.6783398,2,K1H 8K2,OK,street_address
74,ROOFTOP,"22709 Lougheed Hwy, Maple Ridge, BC V2X 2V6, Canada",ChIJZ9w7blzThVQR3AtDspkHbrk,"22709 Lougheed Hwy,Maple Ridge,BC,Canada,V2X2V5",49.2175433,-122.5922924,1,V2X 2V6,OK,street_address
75,ROOFTOP,"22709 Lougheed Hwy #485, Maple Ridge, BC V2X 2V6, Canada",Ejg0ODUsIDIyNzA5IExvdWdoZWVkIEh3eSwgTWFwbGUgUmlkZ2UsIEJDIFYyWCAyVjYsIENhbmFkYSIfGh0KFgoUChIJZ9w7blzThVQR3AtDspkHbrkSAzQ4NQ,"22709 Lougheed Hwy Unit 485,Maple Ridge,BC,Canada,V2X2V5",49.2175433,-122.5922924,1,V2X 2V6,OK,subpremise
76,ROOFTOP,"22709 Lougheed Hwy, Maple Ridge, BC V2X 2V6, Canada",ChIJZ9w7blzThVQR3AtDspkHbrk,"22709 LOUGHEED HWY.,Maple Ridge,BC,Canada,V2X2V5",49.2175433,-122.5922924,1,V2X 2V6,OK,street_address
77,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
78,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
79,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
80,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
81,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
82,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
83,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Ave.,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
84,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Avenue,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
85,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Avenue,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
86,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Avenue,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
87,RANGE_INTERPOLATED,"2271 Harvey Ave, Kelowna, BC V1Y, Canada",EiQyMjcxIEhhcnZleSBBdmUsIEtlbG93bmEsIEJDLCBDYW5hZGEiGxIZChQKEgnreY7ByIx9UxGjvvCWN6MhzhDfEQ,"2271 Harvey Avenue,Kelowna,BC,Canada,V1Y6H2",49.8818055,-119.4378677,1,V1Y,OK,street_address
88,ROOFTOP,"2277 Riverside Dr, Ottawa, ON K1H 7X6, Canada",ChIJV8j1ieMFzkwRhwbM3jsfYMY,"2277 Riverside Dr,Ottawa,ON,Canada,K1H7X6",45.3856281,-75.6774777,1,K1H 7X6,OK,street_address
89,ROOFTOP,"2280 Baron Rd, Kelowna, BC V1X 7W3, Canada",ChIJCa6gkcWMfVMRSGry4ePZFdo,"2280 Baron Road,Kelowna,BC,Canada,V1X7W3",49.8809919,-119.4316704,1,V1X 7W3,OK,premise
90,ROOFTOP,"2281 Kingston Rd, Scarborough, ON M1N 1M6, Canada",ChIJ4TL1glbO1IkRwKflZMN0qsQ,"2281 Kingston Rd ,Scarborough,ON,Canada,M1N1T8",43.7059992,-79.25084190000001,1,M1N 1M6,OK,street_address
91,ROOFTOP,"229 Kent St W, Lindsay, ON K9V 2Z1, Canada",ChIJXZFI8F551YkRypaC0jcqsz4,"229 Kent St W,Lindsay,ON,Canada,K9V2Z1",44.353111,-78.74392329999999,1,K9V 2Z1,OK,premise
92,ROOFTOP,"229 Kent St W, Lindsay, ON K9V 2Z1, Canada",ChIJXZFI8F551YkRypaC0jcqsz4,"229 Kent St W,Lindsay,ON,Canada,K9V2Z1",44.353111,-78.74392329999999,1,K9V 2Z1,OK,premise
93,ROOFTOP,"2292 Chemin Gascon, Terrebonne, QC J6X 3A5, Canada",ChIJ90NV9p_eyEwR_Vg9vVSBcSY,"2292 Chemin Gascon,Terrebonne,QC,Canada,J6X3A5",45.7228721,-73.6641665,1,J6X 3A5,OK,subpremise
94,ROOFTOP,"23 Amy Croft Dr, Windsor, ON N9K 1C8, Canada",ChIJTRnJXx7VOogRvfjL5reLAgw,"23 Amy Croft Drive,Windsor,ON,Canada,N9K1C7",42.3060067,-82.8666282,1,N9K 1C8,OK,premise
95,ROOFTOP,"23 Church St, Bonavista, NL A0C 1B0, Canada",ChIJIZ0Eq_qrdUsRcF2Qu7c-g58,"23 Church St.,Bonavista,NL,Canada,A0C1B0",48.6538101,-53.1122331,1,A0C 1B0,OK,premise
96,ROOFTOP,"23 Woodward Ave, Blind River, ON P0R, Canada",ChIJD81AgFZCMU0R24CgoPKhvx0,"23 Woodward Ave,Blind River,ON,Canada,P0R1B0",46.18642759999999,-82.9541373,1,P0R,OK,premise
