,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
35,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
36,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
37,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
38,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
39,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
40,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
41,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
42,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
43,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
44,RANGE_INTERPOLATED,"1 Bass Pro Mills Dr, Concord, ON L4K 5W4, Canada",EjAxIEJhc3MgUHJvIE1pbGxzIERyLCBDb25jb3JkLCBPTiBMNEsgNVc0LCBDYW5hZGEiGhIYChQKEglnjjipFS8riBFWy6Z2bFR2fBAB,"1 Bass Pro Mills Drive,Vaughan,ON,Canada,L4K5W4",43.8231966,-79.533821,1,L4K 5W4,OK,street_address
45,ROOFTOP,"1 Blue Jays Way, Toronto, ON M5V 1J3, Canada",ChIJo3X0ydc0K4gRunfoB_z2558,"1 Blue Jays Way,Toronto,ON,Canada,M5V1J1",43.641804,-79.3891419,1,M5V 1J3,OK,premise
46,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5J5",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
47,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K3, Canada",ChIJB3aJ1J4GyUwRnfTgkb8DAsM,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5K1",45.5048113,-73.3833305,1,J3V 5K3,OK,street_address
48,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K3, Canada",ChIJB3aJ1J4GyUwRnfTgkb8DAsM,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5K1",45.5048113,-73.3833305,1,J3V 5K3,OK,street_address
49,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K3, Canada",ChIJB3aJ1J4GyUwRnfTgkb8DAsM,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5K2",45.5048113,-73.3833305,1,J3V 5K3,OK,street_address
50,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K3, Canada",ChIJB3aJ1J4GyUwRnfTgkb8DAsM,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5K3",45.5048113,-73.3833305,1,J3V 5K3,OK,street_address
51,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K3, Canada",ChIJB3aJ1J4GyUwRnfTgkb8DAsM,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V5K4",45.5048113,-73.3833305,1,J3V 5K3,OK,street_address
52,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A7",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
53,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A7",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
54,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A7",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
55,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A7",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
56,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A7",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
57,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6A8",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
58,ROOFTOP,"Promenades St-Bruno, 1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5J5, Canada",ChIJac52LZcGyUwR0kpRE8DAwfE,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6H1",45.5015949,-73.3757461,1,J3V 5J5,OK,premise
59,ROOFTOP,"1 Boulevard des Promenades, Saint-Bruno-de-Montarville, QC J3V 5K1, Canada",ChIJed3UF5gGyUwR1TFGqELPAzw,"1 Boulevard des Promenades,St-Bruno,QC,Canada,J3V6J1",45.5053569,-73.3771284,1,J3V 5K1,OK,street_address
60,ROOFTOP,"1 Campus Dr, Saskatoon, SK S7N 0W6, Canada",ChIJS9u0Rrb2BFMRRjDllIbvINg,"1 Campus Dr,Saskatoon,SK,Canada,S7N5A3",52.1307341,-106.6363478,1,S7N 0W6,OK,premise
61,ROOFTOP,"4, Building A, 1 Carrefour Alexander Graham Bell, Verdun, QC H3E 3B3, Canada",ChIJAQAAvAoQyUwRwl_sEJPD8ho,"1 Carrefour Alexander-Graham-Bell,Verdun,QC,Canada,H3E3B3",45.4724216,-73.5413571,1,H3E 3B3,OK,"establishment,point_of_interest"
62,ROOFTOP,"1 Dundas St W, Toronto, ON M5B 2H1, Canada",ChIJVzbqIMs0K4gRcn0Vkc9bCPA,"1 Dundas St West, Unit B218C,Toronto,ON,Canada,M5B2H1",43.655893,-79.381827,1,M5B 2H1,OK,street_address
63,ROOFTOP,"1 Dundas St W, Toronto, ON M5B 2H1, Canada",ChIJVzbqIMs0K4gRcn0Vkc9bCPA,"1 DUNDAS ST,W,Toronto,ON,Canada,M5B2H1",43.655893,-79.381827,1,M5B 2H1,OK,street_address
64,ROOFTOP,"1 Eglinton Square, Scarborough, ON M1L 2K1, Canada",ChIJWfxJutzN1IkRiRlKfsNLU4I,"1 Eglinton Square ,Toronto,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,premise
65,ROOFTOP,"1 Eglinton Square, Scarborough, ON M1L 2K1, Canada",ChIJWfxJutzN1IkRiRlKfsNLU4I,"1 Eglinton Square ,Toronto,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,premise
66,ROOFTOP,"1 Eglinton Square, Scarborough, ON M1L 2K1, Canada",ChIJWfxJutzN1IkRiRlKfsNLU4I,"1 Eglinton Square ,Toronto,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,premise
67,ROOFTOP,"1 Eglinton Square, Scarborough, ON M1L 2K1, Canada",ChIJWfxJutzN1IkRiRlKfsNLU4I,"1 Eglinton Square ,Toronto,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,premise
68,ROOFTOP,"1 Eglinton Square, Scarborough, ON M1L 2K1, Canada",ChIJWfxJutzN1IkRiRlKfsNLU4I,"1 Eglinton Square ,Toronto,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,premise
69,ROOFTOP,"1 Eglinton Square #107, Scarborough, ON M1L 2K1, Canada",EjcxMDcsIDEgRWdsaW50b24gU3F1YXJlLCBTY2FyYm9yb3VnaCwgT04gTTFMIDJLMSwgQ2FuYWRhIh8aHQoWChQKEglZ_Em63M3UiRGJGUp-w0tTghIDMTA3,"1 Eglinton Square Unit 107,Scarborough,ON,Canada,M1L2K1",43.7228421,-79.300604,1,M1L 2K1,OK,subpremise
70,ROOFTOP,"1 Goose Cove Rd, St. Anthony, NL A0K 4S0, Canada",ChIJmXXkDq7ng0sRsxvZRKicrXY,"1 Goose Cove Road,St Anthony,NL,Canada,A0K4S0",51.3711272,-55.6008274,1,A0K 4S0,OK,premise
71,GEOMETRIC_CENTER,"166 Main Street, Flower's Cove, NL A0K 2N0, Canada",ChIJL71jT2WggUsRqViBMrYgCfI,"1 Main ST,Flowers Cove,NL,Canada,A0K2N0",51.304991,-56.721286,1,A0K 2N0,OK,"establishment,food,liquor_store,point_of_interest,store"
72,ROOFTOP,"1 Market Square #214, Saint John, NB E2L 4Z6, Canada",EjQyMTQsIDEgTWFya2V0IFNxdWFyZSwgU2FpbnQgSm9obiwgTkIgRTJMIDRaNiwgQ2FuYWRhIh8aHQoWChQKEglNWlQtfbOnTBHM0vmzkn95aRIDMjE0,"1 Market Square Suite 214,Saint John,NB,Canada,E2L4Z6",45.27313240000001,-66.06490699999999,1,E2L 4Z6,OK,subpremise
73,ROOFTOP,"1 Mt Bernard Ave, Corner Brook, NL A2H 6Y5, Canada",ChIJay0ohPuxe0sRmzz6HHxuV5I,"1 Mount Bernard Avenue,Corner Brook,NL,Canada,A2H6Y5",48.9506992,-57.95124740000001,1,A2H 6Y5,OK,street_address
74,ROOFTOP,"1 Mt Bernard Ave, Corner Brook, NL A2H 6Y5, Canada",ChIJay0ohPuxe0sRmzz6HHxuV5I,"1 Mount Bernard Avenue,Corner Brook,NL,Canada,A2H6Y5",48.9506992,-57.95124740000001,1,A2H 6Y5,OK,street_address
75,ROOFTOP,"1 Outlet Collection Way, Calmar, AB T0C 0V0, Canada",ChIJH862cdL5n1MRXt470geIJCc,"1 Outlet Collection Way,Edmonton,AB,Canada,T9E1J5",53.3022267,-113.5534179,1,T0C 0V0,OK,premise
76,ROOFTOP,"1 Outlet Collection Way, Calmar, AB T0C 0V0, Canada",ChIJH862cdL5n1MRXt470geIJCc,"1 Outlet Collection Way,Edmonton,AB,Canada,T9E1J5",53.3022267,-113.5534179,1,T0C 0V0,OK,premise
77,RANGE_INTERPOLATED,"1 Pine Dr, Parry Sound, ON P2A 2L7, Canada",EioxIFBpbmUgRHIsIFBhcnJ5IFNvdW5kLCBPTiBQMkEgMkw3LCBDYW5hZGEiGhIYChQKEgn_aANQeLArTRHx6LuRjDhe6xAB,"1 Pine Drive,Parry Sound,ON,Canada,P2A3C3",45.3450283,-80.01073679999999,1,P2A 2L7,OK,street_address
78,RANGE_INTERPOLATED,"1 Pine Dr, Parry Sound, ON P2A 2L7, Canada",EioxIFBpbmUgRHIsIFBhcnJ5IFNvdW5kLCBPTiBQMkEgMkw3LCBDYW5hZGEiGhIYChQKEgn_aANQeLArTRHx6LuRjDhe6xAB,"1 Pine Drive,Parry Sound,ON,Canada,P2A3C3",45.3450283,-80.01073679999999,1,P2A 2L7,OK,street_address
79,ROOFTOP,"3103 Boulevard Royal, Shawinigan, QC G9N 7C1, Canada",ChIJw_6rqStMxkwRTM23amcLfNU,"1 Plaza de la Mauricie,Shawinigan,QC,Canada,G9N7C1",46.5627353,-72.7394673,1,G9N 7C1,OK,"establishment,point_of_interest,shopping_mall"
80,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
81,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
82,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
83,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
84,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
85,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
86,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
87,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
88,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
89,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Thornhill,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
90,ROOFTOP,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",ChIJTRr7QjcsK4gRV050b6_nRGM,"1 Promenade Circle,Toronto,ON,Canada,L4J4P8",43.8064592,-79.45245709999999,1,L4J 4P8,OK,premise
91,ROOFTOP,"1 Rue Dufferin, Salaberry-de-Valleyfield, QC J6S 1X9, Canada",ChIJB108kzpOyUwRMvfGXhw1L1c,"1 rue Dufferin,Salaberry-de-Valleyfield,QC,Canada,J6S1X9",45.261197,-74.13219219999999,1,J6S 1X9,OK,premise
92,ROOFTOP,"1 Rue Dufferin, Salaberry-de-Valleyfield, QC J6S 1X9, Canada",ChIJB108kzpOyUwRMvfGXhw1L1c,"1 rue Dufferin,Valleyfield,QC,Canada,J6S1X9",45.261197,-74.13219219999999,1,J6S 1X9,OK,premise
93,GEOMETRIC_CENTER,"1 rue La Plaza, de-Maurice, Shawinigan, QC G9N 7C1, Canada",ChIJw_6rqStMxkwRjvw-6uuR90Q,"1 rue La Plaza-de-Maurice,Shawinigan,QC,Canada,G9N7C1",46.5623334,-72.7405519,1,G9N 7C1,OK,"electronics_store,establishment,furniture_store,home_goods_store,point_of_interest,store"
94,ROOFTOP,"1 Springs Dr, Swift Current, SK S9H 3X6, Canada",ChIJ7cBbWSTeEFMRBcnHSOSkX1Y,"1 Spring dr,Swift Current,SK,Canada,S9H3X6",50.3072897,-107.7804183,1,S9H 3X6,OK,"establishment,food,point_of_interest,restaurant"
95,ROOFTOP,"1 Springs Dr, Swift Current, SK S9H 3X6, Canada",ChIJv4EVTSHeEFMR0jix61bKFYQ,"1 Spring Drive,Swift Current,SK,Canada,S9H3X6",50.30717749999999,-107.780573,1,S9H 3X6,OK,premise
96,ROOFTOP,"1 Springs Dr, Swift Current, SK S9H 3X6, Canada",ChIJv4EVTSHeEFMR0jix61bKFYQ,"1 Springs Drive ,Swift Current ,SK,Canada,S9H3X6",50.30717749999999,-107.780573,1,S9H 3X6,OK,premise
97,,,,"1 Springs Drive, Unite #208,Swift Current,SK,Canada,S9H3X6",,,0,,REQUEST_DENIED,
98,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street E,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
99,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street E,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
100,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street E,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
101,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street E,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
102,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street E,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
103,ROOFTOP,"1 Water St E, Cornwall, ON K6H 6M2, Canada",ChIJr517W00XzEwR55ycDb4_gUs,"1 Water Street East,Cornwall,ON,Canada,K6H6M2",45.016277,-74.725548,1,K6H 6M2,OK,premise
104,ROOFTOP,"1 York Gate Blvd, North York, ON M3N 3A1, Canada",ChIJK-9FrS0wK4gRhgsegCA_-cw,"1 YORK GATE BLVD,North York,ON,Canada,M3N3A1",43.7589862,-79.5188033,1,M3N 3A1,OK,premise
